,index,Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,TTD,Start_time
11175,10525,3.82442483,-2.006885303,26.57128556,1.9986,2.912,307.125,1.665522931,2953.469,3260.594
11176,10526,3.821223915,-2.006697442,26.65800917,1.9986,2.909,318.109,1.665522931,2942.485,3260.594
11177,10527,3.817971478,-2.008103232,26.74940152,1.9986,2.906,329.062,1.665522931,2931.532,3260.594
11178,10528,3.814611937,-2.01321453,26.83401604,1.9986,2.903,340.047,1.665522931,2920.547,3260.594
11179,10529,3.811343556,-2.008043034,26.92103924,1.9986,2.899,351.078,1.665522931,2909.516,3260.594
11180,10530,3.808004936,-2.007496473,27.01714177,1.9986,2.897,362.125,1.665522931,2898.469,3260.594
11181,10531,3.804861769,-2.009011692,27.1004212,1.9986,2.893,373.047,1.665522931,2887.547,3260.594
11182,10532,3.801711031,-2.008067348,27.19737243,1.9986,2.891,384.031,1.665522931,2876.563,3260.594
11183,10533,3.798406091,-2.005999893,27.27100369,1.9986,2.888,395.015,1.665522931,2865.579,3260.594
11184,10534,3.795069873,-2.005551668,27.36040371,1.9986,2.885,406.047,1.665522931,2854.547,3260.594
11185,10535,3.791904105,-2.006555931,27.43948119,1.9986,2.882,417.062,1.665522931,2843.532,3260.594
11186,10536,3.788771034,-2.01140392,27.52951314,1.9986,2.879,428.031,1.665522931,2832.563,3260.594
11187,10537,3.785269537,-2.008159681,27.60962514,1.9986,2.876,439.062,1.665522931,2821.532,3260.594
11188,10538,3.782116003,-2.007264327,27.6968459,1.9986,2.873,450.14,1.665522931,2810.454,3260.594
11189,10539,3.778538887,-2.009273231,27.77366119,1.9986,2.869,461.14,1.665522931,2799.454,3260.594
11190,10540,3.775092136,-2.008328192,27.86351406,1.9988,2.866,472.125,1.665522931,2788.469,3260.594
11191,10541,3.771960985,-2.007698635,27.93453933,1.9986,2.863,483.094,1.665522931,2777.5,3260.594
11192,10542,3.76848759,-2.004716182,28.0054933,1.9988,2.86,494.031,1.665522931,2766.563,3260.594
11193,10543,3.765035173,-2.009241102,28.07501905,1.9986,2.857,505.047,1.665522931,2755.547,3260.594
11194,10544,3.761760798,-2.008379257,28.14829393,1.9988,2.853,515.969,1.665522931,2744.625,3260.594
11195,10545,3.758338911,-2.00903346,28.21610907,1.9988,2.85,526.953,1.665522931,2733.641,3260.594
11196,10546,3.755122894,-2.007734213,28.27991166,1.9986,2.847,537.937,1.665522931,2722.657,3260.594
11197,10547,3.751944641,-2.008612744,28.34650302,1.9986,2.844,548.937,1.665522931,2711.657,3260.594
11198,10548,3.748498067,-2.010381822,28.41322427,1.9988,2.841,559.937,1.665522931,2700.657,3260.594
11199,10549,3.74543676,-2.008293649,28.47069317,1.9988,2.837,570.969,1.665522931,2689.625,3260.594
11200,10550,3.742073075,-2.006665023,28.52118555,1.9986,2.835,581.969,1.665522931,2678.625,3260.594
11201,10551,3.739106209,-2.008944171,28.5698594,1.9986,2.831,593.031,1.665522931,2667.563,3260.594
11202,10552,3.735741126,-2.006015126,28.61425657,1.9986,2.828,604.047,1.665522931,2656.547,3260.594
11203,10553,3.732646432,-2.009126715,28.65507768,1.9986,2.825,615.015,1.665522931,2645.579,3260.594
11204,10554,3.729808247,-2.008077705,28.69917756,1.9986,2.822,626.047,1.665522931,2634.547,3260.594
11205,10555,3.726687496,-2.007764351,28.7253294,1.9986,2.819,637.078,1.665522931,2623.516,3260.594
11206,10556,3.723613645,-2.008199372,28.76845672,1.9986,2.817,648.109,1.665522931,2612.485,3260.594
11207,10557,3.720548947,-2.010162629,28.79529704,1.9986,2.814,659.14,1.665522931,2601.454,3260.594
11208,10558,3.717633841,-2.010393384,28.81987454,1.9986,2.811,670.172,1.665522931,2590.422,3260.594
11209,10559,3.714779426,-2.008658877,28.84982249,1.9986,2.807,681.187,1.665522931,2579.407,3260.594
11210,10560,3.711843963,-2.00870459,28.87922544,1.9988,2.805,692.234,1.665522931,2568.36,3260.594
11211,10561,3.708829449,-2.006646197,28.90789382,1.9986,2.803,703.187,1.665522931,2557.407,3260.594
11212,10562,3.706006662,-2.007663435,28.92773256,1.9988,2.799,714.234,1.665522931,2546.36,3260.594
11213,10563,3.703210362,-2.008553912,28.95259921,1.9988,2.797,725.265,1.665522931,2535.329,3260.594
11214,10564,3.70031431,-2.009696441,28.96958696,1.9988,2.794,736.281,1.665522931,2524.313,3260.594
11215,10565,3.69753652,-2.008578551,28.99183871,1.9986,2.791,747.312,1.665522931,2513.282,3260.594
11216,10566,3.694467697,-2.007149393,29.00742635,1.9986,2.789,758.359,1.665522931,2502.235,3260.594
11217,10567,3.691907615,-2.006961923,29.03323403,1.9986,2.786,769.375,1.665522931,2491.219,3260.594
11218,10568,3.689032675,-2.009427537,29.06183073,1.9986,2.783,780.328,1.665522931,2480.266,3260.594
11219,10569,3.686291391,-2.007351531,29.07998225,1.9986,2.78,791.359,1.665522931,2469.235,3260.594
11220,10570,3.683364965,-2.007658158,29.10809445,1.9986,2.777,802.328,1.665522931,2458.266,3260.594
11221,10571,3.680797216,-2.007893306,29.12978777,1.9988,2.775,813.312,1.665522931,2447.282,3260.594
11222,10572,3.677978609,-2.008913597,29.15640212,1.9986,2.772,824.25,1.665522931,2436.344,3260.594
11223,10573,3.675122709,-2.011158779,29.17926879,1.9988,2.769,835.297,1.665522931,2425.297,3260.594
11224,10574,3.672541068,-2.012693873,29.20753784,1.9988,2.766,846.344,1.665522931,2414.25,3260.594
11225,10575,3.669816472,-2.006866203,29.23904877,1.9986,2.763,857.375,1.665522931,2403.219,3260.594
11226,10576,3.666965776,-2.009772137,29.26392816,1.9988,2.76,868.39,1.665522931,2392.204,3260.594
11227,10577,3.664352922,-2.00841453,29.29408057,1.9986,2.758,879.406,1.665522931,2381.188,3260.594
11228,10578,3.661713638,-2.010729137,29.32055642,1.9988,2.755,890.406,1.665522931,2370.188,3260.594
11229,10579,3.658814068,-2.008276105,29.34399392,1.9988,2.753,901.422,1.665522931,2359.172,3260.594
11230,10580,3.656008141,-2.007896363,29.38427553,1.9986,2.75,912.437,1.665522931,2348.157,3260.594
11231,10581,3.653477372,-2.010478875,29.4181379,1.9986,2.748,923.469,1.665522931,2337.125,3260.594
11232,10582,3.650868653,-2.008861494,29.4407985,1.9988,2.745,934.5,1.665522931,2326.094,3260.594
11233,10583,3.648181973,-2.010089597,29.4935385,1.9988,2.743,945.547,1.665522931,2315.047,3260.594
11234,10584,3.645567645,-2.007460557,29.5269974,1.9986,2.74,956.5,1.665522931,2304.094,3260.594
11235,10585,3.643163261,-2.008807294,29.55568314,1.9988,2.737,967.515,1.665522931,2293.079,3260.594
11236,10586,3.640450692,-2.009241164,29.59270864,1.9988,2.735,978.469,1.665522931,2282.125,3260.594
11237,10587,3.637749063,-2.010341641,29.6271818,1.9986,2.732,989.422,1.665522931,2271.172,3260.594
11238,10588,3.63539345,-2.006801268,29.65348182,1.9988,2.73,1000.39,1.665522931,2260.204,3260.594
11239,10589,3.632786765,-2.01059468,29.69023299,1.9988,2.727,1011.453,1.665522931,2249.141,3260.594
11240,10590,3.630216978,-2.006905759,29.72675002,1.9988,2.725,1022.484,1.665522931,2238.11,3260.594
11241,10591,3.627781298,-2.009296582,29.77735769,1.9988,2.723,1033.515,1.665522931,2227.079,3260.594
11242,10592,3.62534418,-2.007203679,29.80603445,1.9986,2.72,1044.531,1.665522931,2216.063,3260.594
11243,10593,3.622898719,-2.010016849,29.84789184,1.9988,2.717,1055.5,1.665522931,2205.094,3260.594
11244,10594,3.620328964,-2.008892478,29.8859875,1.9988,2.715,1066.453,1.665522931,2194.141,3260.594
11245,10595,3.618039821,-2.009283176,29.92196384,1.9988,2.713,1077.406,1.665522931,2183.188,3260.594
11246,10596,3.61552984,-2.007553886,29.9575634,1.9988,2.711,1088.39,1.665522931,2172.204,3260.594
11247,10597,3.613156009,-2.008412321,29.99040178,1.9988,2.708,1099.437,1.665522931,2161.157,3260.594
11248,10598,3.610642709,-2.009110488,30.03358809,1.9988,2.706,1110.469,1.665522931,2150.125,3260.594
11249,10599,3.60852704,-2.010341174,30.06335312,1.9988,2.703,1121.5,1.665522931,2139.094,3260.594
11250,10600,3.606059993,-2.008832361,30.11307156,1.9988,2.701,1132.5,1.665522931,2128.094,3260.594
11251,10601,3.603801217,-2.00812192,30.14536955,1.9986,2.699,1143.437,1.665522931,2117.157,3260.594
11252,10602,3.601408345,-2.007366186,30.18338914,1.9986,2.697,1154.437,1.665522931,2106.157,3260.594
11253,10603,3.599205285,-2.008522654,30.22619061,1.9986,2.694,1165.422,1.665522931,2095.172,3260.594
11254,10604,3.597055266,-2.009674904,30.25595464,1.9988,2.692,1176.406,1.665522931,2084.188,3260.594
11255,10605,3.59464547,-2.011005806,30.29429485,1.9988,2.689,1187.39,1.665522931,2073.204,3260.594
11256,10606,3.592235837,-2.008024079,30.33125627,1.9988,2.688,1198.422,1.665522931,2062.172,3260.594
11257,10607,3.590207819,-2.008576929,30.37118123,1.9988,2.685,1209.453,1.665522931,2051.141,3260.594
11258,10608,3.587828566,-2.008195573,30.41061159,1.9988,2.683,1220.484,1.665522931,2040.11,3260.594
11259,10609,3.585824348,-2.011336089,30.44428168,1.9986,2.681,1231.5,1.665522931,2029.094,3260.594
11260,10610,3.583647935,-2.009402448,30.48075249,1.9988,2.679,1242.437,1.665522931,2018.157,3260.594
11261,10611,3.581212133,-2.009818113,30.52837972,1.9988,2.677,1253.484,1.665522931,2007.11,3260.594
11262,10612,3.579242233,-2.007706448,30.54941404,1.9986,2.675,1264.453,1.665522931,1996.141,3260.594
11263,10613,3.577196363,-2.007720737,30.59261396,1.9988,2.673,1275.375,1.665522931,1985.219,3260.594
11264,10614,3.574791023,-2.010231484,30.61997058,1.9988,2.671,1286.406,1.665522931,1974.188,3260.594
11265,10615,3.572786851,-2.00913718,30.65827572,1.9988,2.669,1297.453,1.665522931,1963.141,3260.594
11266,10616,3.570680942,-2.007507292,30.70175847,1.9986,2.667,1308.484,1.665522931,1952.11,3260.594
11267,10617,3.568518638,-2.009477827,30.73403826,1.9988,2.664,1319.5,1.665522931,1941.094,3260.594
11268,10618,3.566700342,-2.007545811,30.77096771,1.9988,2.662,1330.531,1.665522931,1930.063,3260.594
11269,10619,3.564428027,-2.010493235,30.8187329,1.9986,2.66,1341.562,1.665522931,1919.032,3260.594
11270,10620,3.562451929,-2.006696639,30.84806021,1.9988,2.658,1352.5,1.665522931,1908.094,3260.594
11271,10621,3.560492597,-2.006674429,30.87944826,1.9988,2.656,1363.453,1.665522931,1897.141,3260.594
11272,10622,3.558585183,-2.007479099,30.91245962,1.9986,2.654,1374.437,1.665522931,1886.157,3260.594
11273,10623,3.556394524,-2.008591165,30.9432318,1.9988,2.652,1385.437,1.665522931,1875.157,3260.594
11274,10624,3.554377341,-2.008435059,30.98411836,1.9986,2.65,1396.453,1.665522931,1864.141,3260.594
11275,10625,3.552355745,-2.007962226,31.01773026,1.9988,2.649,1407.484,1.665522931,1853.11,3260.594
11276,10626,3.550486407,-2.007241619,31.05494778,1.9986,2.646,1418.453,1.665522931,1842.141,3260.594
11277,10627,3.548665158,-2.010739923,31.09147585,1.9988,2.644,1429.469,1.665522931,1831.125,3260.594
11278,10628,3.546732244,-2.007745463,31.11534035,1.9986,2.643,1440.422,1.665522931,1820.172,3260.594
11279,10629,3.544802894,-2.006601334,31.13729318,1.9988,2.641,1451.39,1.665522931,1809.204,3260.594
11280,10630,3.542801261,-2.007588828,31.17295005,1.9988,2.639,1462.437,1.665522931,1798.157,3260.594
11281,10631,3.541017227,-2.008435807,31.22120091,1.9986,2.637,1473.437,1.665522931,1787.157,3260.594
11282,10632,3.539179173,-2.009074913,31.2532284,1.9986,2.636,1484.437,1.665522931,1776.157,3260.594
11283,10633,3.53727149,-2.00873716,31.28404768,1.9986,2.634,1495.39,1.665522931,1765.204,3260.594
11284,10634,3.535444572,-2.007689096,31.33035215,1.9988,2.632,1506.344,1.665522931,1754.25,3260.594
11285,10635,3.533621148,-2.0094287,31.35709637,1.9988,2.63,1517.344,1.665522931,1743.25,3260.594
11286,10636,3.531705288,-2.008156609,31.39273137,1.9988,2.628,1528.344,1.665522931,1732.25,3260.594
11287,10637,3.530042041,-2.011780237,31.42732112,1.9986,2.627,1539.359,1.665522931,1721.235,3260.594
11288,10638,3.52824957,-2.009696235,31.44947579,1.9988,2.625,1550.375,1.665522931,1710.219,3260.594
11289,10639,3.526616562,-2.009275047,31.47259938,1.9988,2.623,1561.344,1.665522931,1699.25,3260.594
11290,10640,3.524914166,-2.010934902,31.49913785,1.9988,2.621,1572.297,1.665522931,1688.297,3260.594
11291,10641,3.52316831,-2.006402782,31.53794466,1.9988,2.62,1583.219,1.665522931,1677.375,3260.594
11292,10642,3.521325392,-2.008367011,31.58610418,1.9986,2.618,1594.156,1.665522931,1666.438,3260.594
11293,10643,3.519712787,-2.006506821,31.60465236,1.9988,2.616,1605.14,1.665522931,1655.454,3260.594
11294,10644,3.518098052,-2.010004552,31.65352133,1.9988,2.614,1616.125,1.665522931,1644.469,3260.594
11295,10645,3.516284284,-2.008508819,31.67845852,1.9988,2.613,1627.156,1.665522931,1633.438,3260.594
11296,10646,3.514643769,-2.006615281,31.71540119,1.9988,2.612,1638.203,1.665522931,1622.391,3260.594
11297,10647,3.513118938,-2.008443998,31.75835409,1.9988,2.61,1649.219,1.665522931,1611.375,3260.594
11298,10648,3.511193485,-2.009092424,31.77866711,1.9986,2.608,1660.234,1.665522931,1600.36,3260.594
11299,10649,3.509774344,-2.009436598,31.81393327,1.9986,2.606,1671.25,1.665522931,1589.344,3260.594
11300,10650,3.5082867,-2.011080802,31.84766893,1.9988,2.605,1682.234,1.665522931,1578.36,3260.594
11301,10651,3.506776391,-2.010003951,31.87375732,1.9988,2.603,1693.265,1.665522931,1567.329,3260.594
11302,10652,3.504997676,-2.009696513,31.89617239,1.9988,2.602,1704.312,1.665522931,1556.282,3260.594
11303,10653,3.503484036,-2.010035415,31.94369651,1.9988,2.6,1715.359,1.665522931,1545.235,3260.594
11304,10654,3.501907374,-2.009243694,31.97710001,1.9988,2.599,1726.359,1.665522931,1534.235,3260.594
11305,10655,3.500596903,-2.008242993,32.00130374,1.9988,2.597,1737.39,1.665522931,1523.204,3260.594
11306,10656,3.498926884,-2.010526694,32.03729107,1.9988,2.596,1748.422,1.665522931,1512.172,3260.594
11307,10657,3.497470508,-2.003269915,32.0674592,1.9988,2.594,1759.469,1.665522931,1501.125,3260.594
11308,10658,3.49594831,-2.009562981,32.1105545,1.9988,2.593,1770.437,1.665522931,1490.157,3260.594
11309,10659,3.494380097,-2.007308176,32.14174623,1.9988,2.591,1781.437,1.665522931,1479.157,3260.594
11310,10660,3.492833329,-2.012371493,32.17755025,1.9988,2.59,1792.422,1.665522931,1468.172,3260.594
11311,10661,3.491413407,-2.009376998,32.20390031,1.9988,2.588,1803.359,1.665522931,1457.235,3260.594
11312,10662,3.490175453,-2.008390083,32.23079679,1.9988,2.587,1814.344,1.665522931,1446.25,3260.594
11313,10663,3.488542042,-2.008669451,32.26406083,1.9988,2.585,1825.359,1.665522931,1435.235,3260.594
11314,10664,3.487141738,-2.005980144,32.30382109,1.9988,2.584,1836.375,1.665522931,1424.219,3260.594
11315,10665,3.485633277,-2.00858536,32.33896329,1.9988,2.582,1847.39,1.665522931,1413.204,3260.594
11316,10666,3.484220717,-2.004388034,32.36967988,1.9988,2.581,1858.453,1.665522931,1402.141,3260.594
11317,10667,3.482705192,-2.004887847,32.39779787,1.9986,2.58,1869.422,1.665522931,1391.172,3260.594
11318,10668,3.481184953,-2.00836896,32.43599948,1.9986,2.578,1880.39,1.665522931,1380.204,3260.594
11319,10669,3.480051978,-2.007218194,32.47595732,1.9988,2.577,1891.359,1.665522931,1369.235,3260.594
11320,10670,3.478551394,-2.006524205,32.49870669,1.9986,2.575,1902.359,1.665522931,1358.235,3260.594
11321,10671,3.477149827,-2.007841886,32.52442658,1.9988,2.574,1913.375,1.665522931,1347.219,3260.594
11322,10672,3.475869716,-2.006903704,32.56094324,1.9988,2.573,1924.39,1.665522931,1336.204,3260.594
11323,10673,3.474363178,-2.007580425,32.58039662,1.9988,2.572,1935.406,1.665522931,1325.188,3260.594
11324,10674,3.472798815,-2.008127746,32.62383627,1.9988,2.57,1946.453,1.665522931,1314.141,3260.594
11325,10675,3.471469964,-2.01054458,32.65759209,1.9988,2.568,1957.469,1.665522931,1303.125,3260.594
11326,10676,3.470119897,-2.008662138,32.70427955,1.9988,2.567,1968.469,1.665522931,1292.125,3260.594
11327,10677,3.46886932,-2.006519305,32.72464285,1.9988,2.566,1979.453,1.665522931,1281.141,3260.594
11328,10678,3.467299031,-2.008138111,32.76176501,1.9988,2.564,1990.515,1.665522931,1270.079,3260.594
11329,10679,3.466076409,-2.011311224,32.79144655,1.9988,2.563,2001.531,1.665522931,1259.063,3260.594
11330,10680,3.464642317,-2.010892313,32.83256544,1.9988,2.562,2012.547,1.665522931,1248.047,3260.594
11331,10681,3.463302054,-2.007872081,32.87068032,1.9988,2.56,2023.547,1.665522931,1237.047,3260.594
11332,10682,3.461936295,-2.008292296,32.89085811,1.9988,2.559,2034.547,1.665522931,1226.047,3260.594
11333,10683,3.460517058,-2.007077483,32.92695182,1.9988,2.557,2045.594,1.665522931,1215.0,3260.594
11334,10684,3.459155467,-2.0074234,32.97241819,1.9986,2.556,2056.625,1.665522931,1203.969,3260.594
11335,10685,3.457603098,-2.011124054,33.0013141,1.9988,2.554,2067.547,1.665522931,1193.047,3260.594
11336,10686,3.456183755,-2.007030799,33.02562817,1.9988,2.554,2078.562,1.665522931,1182.032,3260.594
11337,10687,3.454659897,-2.010676082,33.06842692,1.9988,2.552,2089.562,1.665522931,1171.032,3260.594
11338,10688,3.453345743,-2.009749798,33.09413535,1.9988,2.55,2100.531,1.665522931,1160.063,3260.594
11339,10689,3.451982771,-2.008555592,33.14299939,1.9988,2.549,2111.578,1.665522931,1149.016,3260.594
11340,10690,3.450385394,-2.006666588,33.18058363,1.9988,2.548,2122.609,1.665522931,1137.985,3260.594
11341,10691,3.448940028,-2.008192688,33.21119999,1.9988,2.546,2133.64,1.665522931,1126.954,3260.594
11342,10692,3.447462992,-2.006901653,33.24047284,1.9988,2.545,2144.625,1.665522931,1115.969,3260.594
11343,10693,3.44602336,-2.009491541,33.28358405,1.9988,2.543,2155.625,1.665522931,1104.969,3260.594
11344,10694,3.444599551,-2.011907307,33.31565464,1.9986,2.542,2166.562,1.665522931,1094.032,3260.594
11345,10695,3.443257646,-2.007860778,33.35274959,1.9988,2.54,2177.531,1.665522931,1083.063,3260.594
11346,10696,3.441537151,-2.010253873,33.39085996,1.9988,2.539,2188.531,1.665522931,1072.063,3260.594
11347,10697,3.439962201,-2.010033475,33.43355046,1.9988,2.537,2199.562,1.665522931,1061.032,3260.594
11348,10698,3.438454653,-2.010051161,33.47078506,1.9988,2.536,2210.515,1.665522931,1050.079,3260.594
11349,10699,3.437086792,-2.007777557,33.50754364,1.9988,2.534,2221.453,1.665522931,1039.141,3260.594
11350,10700,3.435252368,-2.007602896,33.55069063,1.9988,2.532,2232.39,1.665522931,1028.204,3260.594
11351,10701,3.433889736,-2.009474214,33.57602973,1.9988,2.531,2243.344,1.665522931,1017.25,3260.594
11352,10702,3.432233373,-2.008150385,33.62339284,1.9988,2.53,2254.297,1.665522931,1006.297,3260.594
11353,10703,3.430644588,-2.008212141,33.64949966,1.9986,2.528,2265.312,1.665522931,995.282,3260.594
11354,10704,3.429030079,-2.006194484,33.68869137,1.9988,2.526,2276.344,1.665522931,984.25,3260.594
11355,10705,3.427110066,-2.008934992,33.72866828,1.9988,2.524,2287.5,1.665522931,973.094,3260.594
11356,10706,3.425555991,-2.011684175,33.7639529,1.9988,2.522,2298.609,1.665522931,961.985,3260.594
11357,10707,3.423898011,-2.008546834,33.81214828,1.9988,2.521,2309.781,1.665522931,950.813,3260.594
11358,10708,3.422120988,-2.00845665,33.84802995,1.9988,2.52,2320.937,1.665522931,939.657,3260.594
11359,10709,3.420544008,-2.007195786,33.89874535,1.9988,2.518,2332.109,1.665522931,928.485,3260.594
11360,10710,3.418711467,-2.008605014,33.93969118,1.9986,2.516,2343.203,1.665522931,917.391,3260.594
11361,10711,3.41672897,-2.008737486,33.99171897,1.9986,2.514,2354.297,1.665522931,906.297,3260.594
11362,10712,3.415103035,-2.006450681,34.02363132,1.9988,2.512,2365.406,1.665522931,895.188,3260.594
11363,10713,3.41298336,-2.00883953,34.06013554,1.9988,2.51,2376.531,1.665522931,884.063,3260.594
11364,10714,3.41113572,-2.010000454,34.10899792,1.9988,2.508,2387.64,1.665522931,872.954,3260.594
11365,10715,3.408989403,-2.009316127,34.13875304,1.9988,2.506,2398.859,1.665522931,861.735,3260.594
11366,10716,3.407125178,-2.006508958,34.18619876,1.9988,2.505,2409.984,1.665522931,850.61,3260.594
11367,10717,3.405128528,-2.007874266,34.2318413,1.9988,2.502,2421.109,1.665522931,839.485,3260.594
11368,10718,3.402982112,-2.010437543,34.28755861,1.9988,2.5,2432.281,1.665522931,828.313,3260.594
11369,10719,3.401045836,-2.00624695,34.31826825,1.9988,2.498,2443.422,1.665522931,817.172,3260.594
11370,10720,3.39901505,-2.007690875,34.36905261,1.9988,2.496,2454.562,1.665522931,806.032,3260.594
11371,10721,3.396561853,-2.006158716,34.41392155,1.9986,2.494,2465.703,1.665522931,794.891,3260.594
11372,10722,3.394341078,-2.009435824,34.45740426,1.9988,2.492,2476.828,1.665522931,783.766,3260.594
11373,10723,3.391953265,-2.008497391,34.48419352,1.9986,2.49,2487.937,1.665522931,772.657,3260.594
11374,10724,3.389561463,-2.009061496,34.53891761,1.9986,2.487,2499.047,1.665522931,761.547,3260.594
11375,10725,3.387063133,-2.009673712,34.5805284,1.9988,2.485,2510.156,1.665522931,750.438,3260.594
11376,10726,3.384570587,-2.007544477,34.63142545,1.9988,2.482,2521.344,1.665522931,739.25,3260.594
11377,10727,3.38177469,-2.008215242,34.67280454,1.9988,2.48,2532.469,1.665522931,728.125,3260.594
11378,10728,3.379042715,-2.006334076,34.7202853,1.9986,2.477,2543.609,1.665522931,716.985,3260.594
11379,10729,3.376658795,-2.009017111,34.77721883,1.9988,2.474,2554.781,1.665522931,705.813,3260.594
11380,10730,3.373582674,-2.008916406,34.82501469,1.9988,2.471,2565.89,1.665522931,694.704,3260.594
11381,10731,3.370425319,-2.008082326,34.85604744,1.9988,2.468,2577.031,1.665522931,683.563,3260.594
11382,10732,3.367140235,-2.00849772,34.91727195,1.9986,2.465,2588.219,1.665522931,672.375,3260.594
11383,10733,3.364161658,-2.0089078,34.96002888,1.9988,2.462,2599.312,1.665522931,661.282,3260.594
11384,10734,3.36050945,-2.007277454,35.01884384,1.9988,2.458,2610.437,1.665522931,650.157,3260.594
11385,10735,3.35697766,-2.006447989,35.05578145,1.9988,2.455,2621.594,1.665522931,639.0,3260.594
11386,10736,3.353316871,-2.00932554,35.0981017,1.9986,2.452,2632.687,1.665522931,627.907,3260.594
11387,10737,3.349355596,-2.012473049,35.15678098,1.9988,2.448,2643.781,1.665522931,616.813,3260.594
11388,10738,3.344974923,-2.006965377,35.20352158,1.9988,2.444,2654.906,1.665522931,605.688,3260.594
11389,10739,3.340574424,-2.009022566,35.24473715,1.9988,2.44,2666.094,1.665522931,594.5,3260.594
11390,10740,3.335982527,-2.008144784,35.30671872,1.9988,2.434,2677.234,1.665522931,583.36,3260.594
11391,10741,3.330709065,-2.006450781,35.35754712,1.9988,2.429,2688.344,1.665522931,572.25,3260.594
11392,10742,3.325484539,-2.009638788,35.39109976,1.9988,2.424,2699.515,1.665522931,561.079,3260.594
11393,10743,3.319725423,-2.009793598,35.47709284,1.9988,2.418,2710.672,1.665522931,549.922,3260.594
11394,10744,3.313360319,-2.012272391,35.52607287,1.9988,2.412,2721.797,1.665522931,538.797,3260.594
11395,10745,3.30659561,-2.006413159,35.5707422,1.9988,2.406,2732.937,1.665522931,527.657,3260.594
11396,10746,3.299404016,-2.007884024,35.62850056,1.9988,2.398,2744.094,1.665522931,516.5,3260.594
11397,10747,3.291438472,-2.008282765,35.6976457,1.9988,2.391,2755.219,1.665522931,505.375,3260.594
11398,10748,3.283017757,-2.009308487,35.75495594,1.9986,2.382,2766.406,1.665522931,494.188,3260.594
11399,10749,3.273871149,-2.008224888,35.80736509,1.9988,2.374,2777.484,1.665522931,483.11,3260.594
11400,10750,3.263936593,-2.010594995,35.86805545,1.9988,2.364,2788.609,1.665522931,471.985,3260.594
11401,10751,3.252919567,-2.007325673,35.93126191,1.9988,2.354,2799.719,1.665522931,460.875,3260.594
11402,10752,3.241424786,-2.011330603,35.98325728,1.9986,2.342,2810.828,1.665522931,449.766,3260.594
11403,10753,3.228446769,-2.010993073,36.05518168,1.9988,2.331,2822.062,1.665522931,438.532,3260.594
11404,10754,3.214482571,-2.007442981,36.13671645,1.9988,2.317,2833.187,1.665522931,427.407,3260.594
11405,10755,3.199350417,-2.010691098,36.21107328,1.9986,2.302,2844.344,1.665522931,416.25,3260.594
11406,10756,3.182615615,-2.008896865,36.27109421,1.9986,2.286,2855.531,1.665522931,405.063,3260.594
11407,10757,3.164724788,-2.007977237,36.33596182,1.9988,2.269,2866.609,1.665522931,393.985,3260.594
11408,10758,3.145214619,-2.010084015,36.42552992,1.9988,2.25,2877.719,1.665522931,382.875,3260.594
11409,10759,3.123252187,-2.008121399,36.50840213,1.9988,2.229,2888.922,1.665522931,371.672,3260.594
11410,10760,3.099305763,-2.005152621,36.58645485,1.9986,2.206,2900.094,1.665522931,360.5,3260.594
11411,10761,3.072965454,-2.008051107,36.68218186,1.9986,2.18,2911.187,1.665522931,349.407,3260.594
11412,10762,3.043471825,-2.009419639,36.75828035,1.9986,2.152,2922.359,1.665522931,338.235,3260.594
11413,10763,3.010504739,-2.008855657,36.851085,1.9986,2.119,2933.453,1.665522931,327.141,3260.594
11414,10764,2.972436412,-2.009451168,36.94630129,1.9988,2.083,2944.594,1.665522931,316.0,3260.594
11415,10765,2.926954349,-2.009483655,37.04592188,1.9986,2.04,2955.797,1.665522931,304.797,3260.594
11416,10766,2.871675188,-2.010734673,37.17585049,1.9986,1.989,2966.969,1.665522931,293.625,3260.594
11417,10767,2.804778681,-2.008975113,37.27456929,1.9988,1.928,2978.094,1.665522931,282.5,3260.594
11418,10768,2.720143418,-2.006391669,37.40724924,1.9986,1.853,2989.265,1.665522931,271.329,3260.594
11419,10769,2.604643915,-2.009096672,37.55269084,1.9988,1.751,3000.422,1.665522931,260.172,3260.594
11420,10770,2.442450646,-2.00698123,37.72573405,1.9988,1.607,3011.578,1.665522931,249.016,3260.594
11421,10771,2.891230167,-0.002711244,37.84649345,0.0004,0.0,3022.859,1.665522931,237.735,3260.594
11422,10772,2.990583211,-0.002839674,37.83601087,0.0006,0.0,3034.094,1.665522931,226.5,3260.594
11423,10773,3.054345076,0.002215231,37.76876202,0.0006,0.0,3045.297,1.665522931,215.297,3260.594
11424,10774,3.105176143,-0.001195957,37.64260613,0.0006,0.0,3056.562,1.665522931,204.032,3260.594
11425,10775,3.147322979,-5.81e-05,37.53385819,0.0006,0.0,3067.797,1.665522931,192.797,3260.594
11426,10776,3.181873504,0.001627278,37.39219834,0.0006,0.0,3079.078,1.665522931,181.516,3260.594
11427,10777,3.21014647,-0.001350243,37.23757281,0.0006,0.0,3090.344,1.665522931,170.25,3260.594
11428,10778,3.234271378,-0.000567375,37.09637764,0.0006,0.0,3101.625,1.665522931,158.969,3260.594
11429,10779,3.255189808,7.5e-06,36.92297208,0.0006,0.0,3112.875,1.665522931,147.719,3260.594
11430,10780,3.273934361,0.001003576,36.75705469,0.0006,0.0,3124.219,1.665522931,136.375,3260.594
